JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise	DateRglt	ModeRglt	NatOp	IdClient	
AN	A nouveaux 	                               AN0000001	20180101	  10130000	CAPITAL SOUSCRIT APPELÉ VERSÉ 	       	       	1	20180101	A Nouveau 	          0,00	      6000,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  10611000	RESERVE LEGALE                	       	       	1	20180101	A Nouveau 	          0,00	        600,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  10688000	AUTRES RESERVES               	       	       	1	20180101	A Nouveau 	          0,00	    130673,92	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  31000000	STOCK MATIERES PREMIERES      	       	       	1	20180101	A Nouveau 	      4030,77	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	401MIGRATI	FOURNISSEURS CRÉDITEURS       	       	       	1	20180101	ORANGE 	          0,00	         49,19	AAA	20180103	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	401MIGRATI	FOURNISSEURS CRÉDITEURS       	       	       	1	20180101	SOSH 	          0,00	         19,99	AAB	20180108	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	401MIGRATI	FOURNISSEURS CRÉDITEURS       	       	       	1	20180101	ORANGE 	          0,00	         48,00	AAC	20180111	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  40810000	FOURNISSEURS FACTURES NON PARV 	       	       	1	20180101	A Nouveau 	          0,00	      1479,60	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	BIJOUX 	        280,00	          0,00	AAA	20180105	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	HUOT 	      6924,10	          0,00	AAB	20180105	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	BROCHERY ANNE 	        615,00	          0,00	AAC	20180104	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	BOYER 	        600,00	          0,00	AAD	20180104	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	BROCHERY PIERRE 	      4920,00	          0,00	AAE	20180104	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	HAGEGE 	         56,00	          0,00	AAF	20180112	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	TAROUNINE 	      1061,00	          0,00	AAG	20180104	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	GABARD 	      7975,00	          0,00	AAH	20180129	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	HALIMI 	      2121,00	          0,00	AAI	20180105	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	HUOT 	      4693,45	          0,00	AAJ	20180125	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	MARY-LUCAS 	      2083,00	          0,00	AAK	20180131	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	OLEJNIK 	      5443,00	          0,00	AAL	20180104	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	411E010000	CLIENT                        	       	       	1	20180101	RIVAS 	      2188,00	          0,00	AAJ	20180125	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  42820000	DETTES PROV. CONGES PAYES     	       	       	1	20180101	CONGES A PAYER BRUTS 	          0,00	      4513,16	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  42820000	DETTES PROV. CONGES PAYES     	       	       	1	20180101	CONGES A PAYER BRUTS 	      4513,16	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  42820000	DETTES PROV. CONGES PAYES     	       	       	1	20180101	CONGES A PAYER BRUTS 	          0,00	      4546,26	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  42820000	DETTES PROV. CONGES PAYES     	       	       	1	20180101	CONGES A PAYER BRUTS 	      4546,26	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  42820000	DETTES PROV. CONGES PAYES     	       	       	1	20180101	CONGES A PAYER BRUTS 	          0,00	      4474,52	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43101000	U.R.S.S.A.F.                  	       	       	1	20180101	URSSAF 4TR17 	          0,00	      6488,00	AAB	20180116	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43101000	U.R.S.S.A.F.                  	       	       	1	20180101	URSSAF 4TR17 	          0,00	      3834,00	AAC	20180116	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43101000	U.R.S.S.A.F.                  	       	       	1	20180101	URSSAF 4TR17 	          0,00	      3888,00	AAA	20180116	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43702000	CAISSE RETRAITE SALARIÉS      	       	       	1	20180101	UGRR 4TR17 	          0,00	      3829,84	AAA	20180131	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43705000	CAISSE DE PRÉVOYANCE          	       	       	1	20180101	AG2R 4TR17 	          0,00	        418,75	AAA	20180201	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43708000	MUTUELLE                      	       	       	1	20180101	GENERALI 4TR17 	          0,00	        168,72	AAB	20180912	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43820000	CHARGES A PAYER (C/P)         	       	       	1	20180101	CHARGES SOCIALES/CONGES A PAYE 	          0,00	      1805,26	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43820000	CHARGES A PAYER (C/P)         	       	       	1	20180101	CHARGES SOCIALES/CONGES A PAYE 	      1805,26	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43820000	CHARGES A PAYER (C/P)         	       	       	1	20180101	CHARGES SOCIALES/CONGES A PAYE 	          0,00	      1818,50	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43820000	CHARGES A PAYER (C/P)         	       	       	1	20180101	CHARGES SOCIALES/CONGES A PAYE 	      1818,50	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43820000	CHARGES A PAYER (C/P)         	       	       	1	20180101	CHARGES SOCIALES/CONGES A PAYE 	          0,00	      1789,81	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43860000	AUTRES CHARGES SOCIALES A PAYE 	       	       	1	20180101	FPC 2015 à payer 	          0,00	        778,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43860000	AUTRES CHARGES SOCIALES A PAYE 	       	       	1	20180101	FPC 2015 à payer 	        778,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43860000	AUTRES CHARGES SOCIALES A PAYE 	       	       	1	20180101	FPC 2016 à payer 	          0,00	        749,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43860000	AUTRES CHARGES SOCIALES A PAYE 	       	       	1	20180101	FPC 2016 à payer 	        749,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  43860000	AUTRES CHARGES SOCIALES A PAYE 	       	       	1	20180101	FPC 2017 à payer 	          0,00	        802,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44430000	SOLDE IS A PAYER              	       	       	1	20180101	A Nouveau 	          0,00	     19035,00	AAA	20180516	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44710000	TAXE SUR LES SALAIRES         	       	       	1	20180101	A Nouveau 	          0,00	      2926,00	AAA	20180131	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	Taxe d'apprentissage 2015 à pa 	          0,00	        662,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	TVS à payer 	          0,00	        201,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	Taxe d'apprentissage 2015 à pa 	        662,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	TVS à payer 	        201,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	Taxe d'apprentissage 2016 à pa 	          0,00	        637,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	TVS à payer 	          0,00	        201,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	Taxe d'apprentissage 2016 à pa 	        637,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	TVS à payer 	        201,00	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	Taxe d'apprentissage 2017 à pa 	          0,00	        682,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44860000	CHARGES A PAYER (ETAT)        	       	       	1	20180101	TVS à payer 	          0,00	      1006,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  44870000	PRODUITS A RECEVOIR (ETAT)    	       	       	1	20180101	A Nouveau 	      1168,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  45501000	C/C MR ESCAT                  	       	       	1	20180101	A Nouveau 	          0,00	      7128,96	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  46700000	CREDITEURS DEBITEURS DIVERS   	       	       	1	20180101	CHQ MAJO URSSAF EN ATTENTE REM 	         93,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  48600000	CHARGES CONSTATEES D AVANCE   	       	       	1	20180101	A Nouveau 	     23887,74	          0,00	AAA	20180101	20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  51201000	CAISSE EPARGNE                	       	       	1	20180101	A Nouveau 	     41865,14	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  51203000	COMPTE EXCEDENT PROFESSIONNELS 	       	       	1	20180101	A Nouveau 	     87196,98	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  53100000	CAISSE                        	       	       	1	20180101	A Nouveau 	        110,18	          0,00	   		20190326	              	EUR	      	       	       	       	
AN	A nouveaux 	                               AN0000001	20180101	  12000000	RÉSULTAT DE L'EXERCICE BÉNÉFIC 	       	       	1	20180101	A Nouveau 	          0,00	     81496,79	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000001	20180101	  64630200	MONDIALE PREVOYANCE MR ESCAT  	       	       	2	20180101	LA MONDIALE LA MONDIALE 	        514,06	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000001	20180101	  64630000	MONDIALE RETRAITE Mme ESCAT   	       	       	2	20180101	LA MONDIALE LA MONDIALE 	      1003,31	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000001	20180101	  64630100	MONDIALE RETRAITE MR ESCAT    	       	       	2	20180101	LA MONDIALE LA MONDIALE 	      3270,95	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000001	20180101	401MONDIAL	LA MONDIALE                   	       	       	2	20180101	LA MONDIALE LA MONDIALE 	          0,00	      4788,32	AAA	20180124	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000002	20180101	  61320000	LOYERS LOCAUX                 	       	       	      36	20180101	L'ATRIUM L'ATRIUM 	      1009,64	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000002	20180101	  61400000	CHARGES LOCATIVES             	       	       	      36	20180101	L'ATRIUM L'ATRIUM 	         47,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000002	20180101	 401ATRIUM	L'ATRIUM                      	       	       	      36	20180101	L'ATRIUM L'ATRIUM 	          0,00	      1056,64	AAA	20180206	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000003	20180101	  62260000	HONORAIRES                    	       	       	   76457	20180101	EXPONENS EXPONENS 	        376,80	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000003	20180101	    401EXP	EXPONENS                      	       	       	   76457	20180101	EXPONENS EXPONENS 	          0,00	        376,80	AAA	20180110	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000004	20180101	  64631000	MUTUELLE APRIL                	       	       	90705250	20180101	APRIL MUTUELLE APRIL MUTUELLE JANV A DEC 	      2581,32	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000004	20180101	  401APRIL	APRIL MUTUELLE                	       	       	90705250	20180101	APRIL MUTUELLE APRIL MUTUELLE 	          0,00	      2581,32	AAA	20181207	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000005	20180104	  60632000	FOURNIT- P. ÉQUIPEMENT-MAINTEN 	       	       	02005152	20180104	GIFI GIFI BOITE RECTANGULAIRE 	         30,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000005	20180104	   401GIFI	GIFI                          	       	       	02005152	20180104	GIFI GIFI 	          0,00	         30,00	AAA	20180105	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000006	20180105	  60632000	FOURNIT- P. ÉQUIPEMENT-MAINTEN 	       	       	  607594	20180105	CASTORAMA CASTORAMA STORE VENITIEN 	         73,80	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000006	20180105	  401CASTO	CASTORAMA                     	       	       	  607594	20180105	CASTORAMA CASTORAMA 	          0,00	         73,80	AAA	20180106	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000007	20180108	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	  856642	20180108	LABO SHOP LABO SHOP 	        535,60	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000007	20180108	   401LABO	LABO SHOP                     	       	       	  856642	20180108	LABO SHOP LABO SHOP 	          0,00	        535,60	AAA	20180205	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000008	20180108	  61558000	ENTRETIEN RÉPARATION DIVERS   	       	       	  FC0981	20180108	WBG WBG 	        300,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000008	20180108	    401WBG	WBG                           	       	       	  FC0981	20180108	WBG WBG 	          0,00	        300,00	AAA	20180219	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000009	20180108	  60632000	FOURNIT- P. ÉQUIPEMENT-MAINTEN 	       	       	18010276	20180108	ROTEC ROTEC DISQUE DIAMANTE 	         59,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000009	20180108	  401ROTEC	ROTEC                         	       	       	18010276	20180108	ROTEC ROTEC 	          0,00	         59,00	AAA	20180205	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000010	20180108	  62620000	TÉLÉCOMMUNICATIONS            	       	       	28456634	20180108	ORANGE ORANGE 	         16,90	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000010	20180108	 401ORANGE	ORANGE                        	       	       	28456634	20180108	ORANGE ORANGE 	          0,00	         16,90	AAA	20180119	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000011	20180109	  60632000	FOURNIT- P. ÉQUIPEMENT-MAINTEN 	       	       	   18366	20180109	SOCIETE DES CENDRES SOCIETE DES CENDRES TETES PINC 	        150,94	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000011	20180109	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	   18366	20180109	SOCIETE DES CENDRES SOCIETE DES CENDRES 	        136,12	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000011	20180109	    401SDC	SOCIETE DES CENDRES           	       	       	   18366	20180109	SOCIETE DES CENDRES SOCIETE DES CENDRES 	          0,00	        287,06	AAA	20180205	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000012	20180109	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	36365165	20180109	BREDENT BREDENT 	        275,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000012	20180109	401BREDENT	BREDENT                       	       	       	36365165	20180109	BREDENT BREDENT 	          0,00	        275,00	AAA	20180213	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000013	20180110	  60480000	ACHATS PRESTATIONS EXONÉRÉS   	       	       	11000652	20180110	NOBEL BIOCARE NOBEL BIOCARE 	        216,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000013	20180110	  401NOBEL	NOBEL BIOCARE                 	       	       	11000652	20180110	NOBEL BIOCARE NOBEL BIOCARE 	          0,00	        216,00	AAA	20180307	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000014	20180111	  60616000	CARBURANT TVA NON RÉCUP.      	       	       	15	20180111	GAZOLE GAZOLE 	         66,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000014	20180111	     401GO	GAZOLE                        	       	       	15	20180111	GAZOLE GAZOLE 	          0,00	         66,00	AAA	20180112	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000015	20180111	  62620000	TÉLÉCOMMUNICATIONS            	       	       	8A2-1C01	20180111	ORANGE ORANGE 	         45,77	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000015	20180111	 401ORANGE	ORANGE                        	       	       	8A2-1C01	20180111	ORANGE ORANGE 	          0,00	         45,77	AAB	20180125	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000016	20180112	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	  856768	20180112	LABO SHOP LABO SHOP 	        236,76	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000016	20180112	   401LABO	LABO SHOP                     	       	       	  856768	20180112	LABO SHOP LABO SHOP 	          0,00	        236,76	AAB	20180209	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000017	20180112	  61100000	SOUS-TRAITANCE GÉNÉRALE       	       	       	06477779	20180112	PROTECTION 24 PROTECTION 24 	        141,48	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000017	20180112	 401PROTEC	PROTECTION 24                 	       	       	06477779	20180112	PROTECTION 24 PROTECTION 24 	          0,00	        141,48	AAA	20180201	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000018	20180112	  60480000	ACHATS PRESTATIONS EXONÉRÉS   	       	       	11001271	20180112	NOBEL BIOCARE NOBEL BIOCARE 	        216,00	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000018	20180112	  401NOBEL	NOBEL BIOCARE                 	       	       	11001271	20180112	NOBEL BIOCARE NOBEL BIOCARE 	          0,00	        216,00	AAA	20180307	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000019	20180115	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	00090118	20180115	SARL CAP SARL CAP 	        984,90	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000019	20180115	    401CAP	SARL CAP                      	       	       	00090118	20180115	SARL CAP SARL CAP 	          0,00	        984,90	AAA	20180214	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000020	20180115	  60480000	ACHATS PRESTATIONS EXONÉRÉS   	       	       	35035959	20180115	NOBEL BIOCARE NOBEL BIOCARE 	          0,00	        144,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000020	20180115	  401NOBEL	NOBEL BIOCARE                 	       	       	35035959	20180115	NOBEL BIOCARE NOBEL BIOCARE 	        144,00	          0,00	AAA	20180307	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000021	20180116	  62620000	TÉLÉCOMMUNICATIONS            	       	       	30084649	20180116	SOSH SOSH 	         19,99	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000021	20180116	   401SOSH	SOSH                          	       	       	30084649	20180116	SOSH SOSH 	          0,00	         19,99	AAA	20180129	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000022	20180118	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	 9904662	20180118	HENRY SHEIN FRANCE HENRY SHEIN FRANCE 	         47,06	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000022	20180118	  401HENRY	HENRY SHEIN FRANCE            	       	       	 9904662	20180118	HENRY SHEIN FRANCE HENRY SHEIN FRANCE 	          0,00	         47,06	AAA	20180209	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000023	20180118	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	 9905431	20180118	HENRY SHEIN FRANCE HENRY SHEIN FRANCE 	         32,99	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000023	20180118	  401HENRY	HENRY SHEIN FRANCE            	       	       	 9905431	20180118	HENRY SHEIN FRANCE HENRY SHEIN FRANCE 	          0,00	         32,99	AAA	20180209	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000024	20180118	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	00090719	20180118	SARL CAP SARL CAP 	         23,44	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000024	20180118	    401CAP	SARL CAP                      	       	       	00090719	20180118	SARL CAP SARL CAP 	          0,00	         23,44	AAA	20180214	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000025	20180118	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	00090720	20180118	SARL CAP SARL CAP 	        263,11	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000025	20180118	    401CAP	SARL CAP                      	       	       	00090720	20180118	SARL CAP SARL CAP 	          0,00	        263,11	AAA	20180214	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000026	20180118	  60180000	ACHATS MATIERES 1ERES FOURNIT. 	       	       	00090788	20180118	SARL CAP SARL CAP 	         83,70	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000026	20180118	    401CAP	SARL CAP                      	       	       	00090788	20180118	SARL CAP SARL CAP 	          0,00	         83,70	AAA	20180214	20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000027	20180122	  64750000	MÉDECINE DU TRAVAIL           	       	       	  272110	20180122	OSTRA OSTRA 	        463,27	          0,00	   		20190326	              	EUR	      	       	       	       	
AA	ACHATS 	                               AA0000027	20180122	  401OSTRA	OSTRA                         	       	       	  272110	20180122	OSTRA OSTRA 	          0,00	        463,27	AAA	20180206	20190326	              	EUR	      	       	       	       	
